start station name,start station latitude,start station longitude
9 St & 44 Rd,40.74966,-73.9521
Vernon Blvd & 41 Rd,40.7552433,-73.9485678
W 88 St & West End Ave,40.79025417,-73.9771834
Bayard St & Leonard St,40.71915572,-73.94885391
Pike St & E Broadway,40.71406667,-73.99293911
W 107 St & Columbus Ave,40.7997568,-73.96211287
W 63 St & Broadway,40.77163851,-73.98261428
24 Ave & 29 St,40.7729,-73.916142
E 53 St & 3 Ave,40.75763228,-73.96930575
Classon Ave & St Marks Ave,40.6765198,-73.9596082
Frederick Douglass Blvd & W 117 St,40.805159,-73.954692
W 87 St & Amsterdam Ave,40.78839,-73.9747
Murray St & West St,40.7149787,-74.013012
Market St & Cherry St,40.71076228,-73.99400398
W 20 St & 11 Ave,40.746745,-74.007756
Leonard St & Maujer St,40.71036854,-73.94705951
12 Ave & W 40 St,40.76087502,-74.00277668
1 Pl & Clinton St,40.6809591,-73.99905709
E 81 St & Park Ave,40.77677702,-73.9590097
Columbia Heights & Cranberry St,40.70037867,-73.99548059
E 118 St & Madison Ave,40.8014866,-73.9442507
3 St & 3 Ave,40.6750705,-73.98775226
Stanton St & Mangin St,40.71782143,-73.97628939
President St & Henry St,40.6828003,-73.99990419
S 3 St & Bedford Ave,40.71260486,-73.96264403
Broadway & W 56 St,40.7652654,-73.98192338
Washington Park,40.6917823,-73.9737299
Vernon Blvd & 31 Ave,40.7692475,-73.9354504
Water - Whitehall Plaza,40.70255065,-74.0127234
Fulton St & Adams St,40.69241829,-73.98949474
E 123 St & Lexington Ave,40.8029263,-73.9379
44 Dr & Jackson Ave,40.74718234,-73.9432635
3 Ave & E 71 St,40.76873687,-73.96119945
Scholes St & Manhattan Ave,40.70870368,-73.9448625
Pleasant Ave & E 120 St,40.7974772,-73.9311847
5 Ave & E 73 St,40.77282817,-73.96685276
Lexington Ave & Classon Ave,40.68676793,-73.95928168
Franklin Ave & St Marks Ave,40.6758324,-73.9561677
Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373
E 51 St & Lexington Ave,40.75714758,-73.97207836
Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108
Lewis Ave & Madison St,40.686312,-73.935775
Carroll St & Bond St,40.6786115,-73.99037292
Graham Ave & Withers St,40.7169811,-73.94485918
Avenue D & E 12 St,40.72580614,-73.97422494
W 52 St & 5 Ave,40.75992262,-73.97648516
Pike St & Monroe St,40.71173107,-73.99193043
Berkeley Pl & 6 Ave,40.6765304,-73.97846879
14 St & 7 Ave,40.663779,-73.98396846
Pier 40 - Hudson River Park,40.72771408,-74.01129574
Front St & Maiden Ln,40.70530954,-74.00612572
E 24 St & Park Ave S,40.74096374,-73.98602213
St Johns Pl & Washington Ave,40.6737236,-73.9631611
Monroe St & Classon Ave,40.6845683,-73.95881081
Sterling Pl & Bedford Ave,40.672695,-73.954131
Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423
Pitt St & Stanton St,40.71926081,-73.98178024
Central Park West & W 102 St,40.795346,-73.96186
W 78 St & Broadway,40.78339981,-73.98093133
45 Rd & 11 St,40.74708586,-73.94977234
Queens Plaza North & Crescent St,40.75110165,-73.94073717
Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682
Park Ave & St Edwards St,40.69608941,-73.97803415
Wythe Ave & Metropolitan Ave,40.716887,-73.963198
W 43 St & 6 Ave,40.75527307,-73.98316936
Henry St & W 9 St,40.6763744,-74.00324957
E 53 St & Madison Ave,40.7597108,-73.97402311
Frost St & Meeker Ave,40.71766197,-73.94880027
Lafayette St & Jersey St,40.72430527,-73.99600983
Crescent St & 34 Ave,40.76108,-73.930562
India St & West St,40.73181402,-73.95995021
Nassau St & Navy St,40.69839895,-73.98068914
Union Ave & N 12 St,40.71924,-73.95242
W 46 St & 11 Ave,40.76341379,-73.99667444
Kent Ave & S 11 St,40.70764494,-73.96841526
Greene Ave & Throop Ave,40.6894932,-73.942061
Lenox Ave & W 115 St,40.8011939,-73.9500739
Riverside Blvd & W 67 St,40.77750703,-73.98888588
Kingston Ave & Herkimer St,40.67890679,-73.94142771
Riverside Dr & W 82 St,40.78720869,-73.98128127
Broadway & W 38 St,40.75299641,-73.98721619
Lenox Ave & W 117 St,40.8025566,-73.9490782
Berkeley Pl & 7 Ave,40.67514684,-73.97523209
Humboldt St & Varet St,40.7031724,-73.940636
W 52 St & 6 Ave,40.76132983,-73.97982001
W 106 St & Central Park West,40.7981856,-73.9605909
Dean St & Franklin Ave,40.67759207,-73.95563722
Cedar St & Myrtle Ave,40.697842,-73.926241
Franklin St & W Broadway,40.71911552,-74.00666661
Broadway & Battery Pl,40.70463334,-74.01361706
Morningside Dr & Amsterdam Ave,40.81028506,-73.95736456
3 St & 7 Ave,40.6703837,-73.97839676
Central Ave & Starr Street,40.700003,-73.92834
Fulton St & Grand Ave,40.68223166,-73.9614583
Columbia St & Lorraine St,40.6747055,-74.0075572
NYCBS Depot - GOW,40.66906014,-73.99463654
E 88 St & Park Ave,40.7814107,-73.95595908
39 St & 2 Ave - Citi Bike HQ at Industry City,40.65539977,-74.01062787
Riverside Dr & W 91 St,40.79313481,-73.97700369
Bond St & Bergen St,40.6849668,-73.98620772
Duane St & Greenwich St,40.71748752,-74.0104554
Degraw St & Hoyt St,40.68199044,-73.99079025
Prospect Pl & 6 Ave,40.6793307,-73.97519523
Carroll St & Smith St,40.680611,-73.99475825
5 Ave & E 93 St,40.7857851,-73.957481
Pacific St & Nevins St,40.6853761,-73.98302136
Congress St & Clinton St,40.6881529,-73.99520919
Columbus Ave & W 103 St,40.7969347,-73.96434123
43 St & Broadway,40.7577284,-73.9166368
Kane St & Clinton St,40.6861758,-73.99645295
Roebling St & N 4 St,40.71469,-73.95739
Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286
3 Ave & E 100 St,40.7877214,-73.94728331
3 Ave & Schermerhorn St,40.68683208,-73.9796772
Coffey St & Conover St,40.677236,-74.015665
Marcus Garvey Blvd & Macon St,40.682601,-73.938037
Pierrepont St & Monroe Pl,40.69535693,-73.99344027
Powers St & Olive St,40.71323,-73.93894
Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801
28 St & 41 Ave,40.751047,-73.93797
30 Ave & 21 St,40.7703743,-73.9286078
Steinway St & 28 Ave,40.7656251,-73.9136695
E 102 St & Park Ave,40.7904828,-73.95033068
Clinton St & Centre St,40.67434,-74.00194698
Broadway & W 36 St,40.75097711,-73.98765428
Commerce St & Van Brunt St,40.6812117,-74.00860912
DeKalb Ave & Franklin Ave,40.69064807,-73.95746179
Amsterdam Ave & W 66 St,40.7746671,-73.98470567
Newton Rd & 44 St,40.7595701,-73.9142678
E 118 St & Park Ave,40.8005385,-73.9419949
Central Park West & W 100 St,40.79406661,-73.96286845
E 128 St & Madison Ave,40.80756,-73.939182
Flushing Ave & Vanderbilt Ave,40.69795032,-73.9707756
Richards St & Delavan St,40.6794327,-74.00785041
Riverside Dr & W 104 St,40.8013434,-73.97114574
E 106 St & Madison Ave,40.7934337,-73.94945003
24 St & 41 Ave,40.7527085,-73.9397405
Bedford Ave & S 9 St,40.70853074,-73.96408963
Old Fulton St,40.70277159,-73.99383605
Van Brunt St & Van Dyke St,40.67583294,-74.01472628
7 Ave & Park Pl,40.6776147,-73.97324283
E 51 St & 1 Ave,40.75455731,-73.96592976
Amsterdam Ave & W 125 St,40.813358,-73.956461
Schermerhorn St & Court St,40.69102926,-73.99183363
Wolcott St & Dwight St,40.6753274,-74.0100698
Clinton St & Union St,40.6831164,-73.99785267
Broadway & W 122 St,40.8120562,-73.9612547
Columbia St & W 9 St,40.6769993,-74.00647134
Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877
35 Ave & 37 St,40.7557327,-73.9236611
Cadman Plaza West & Montague St,40.69383,-73.990539
3 Ave & E 112 St,40.795508,-73.941606
E 67 St & Park Ave,40.7678008,-73.96592081
2 Ave & E 99 St,40.7862586,-73.94552579
Park Pl & Franklin Ave,40.6741806,-73.9564947
Throop Ave & Myrtle Ave,40.69622937,-73.94371094
Carroll St & Columbia St,40.6830456,-74.00348559
5 Ave & E 78 St,40.77632142,-73.96427393
Center Blvd & 48 Ave,40.745038,-73.957539
44 Dr & 21 St,40.748,-73.9460927
7 St & 5 Ave,40.6704922,-73.98541675
31 Ave & 34 St,40.763154,-73.920827
Smith St & 9 St,40.6746957,-73.99785768
W 113 St & Broadway,40.805973,-73.964928
S Portland Ave & Hanson Pl,40.68539567,-73.97431458
Underhill Ave & Pacific St,40.6804836,-73.9646795
3 St & Hoyt St,40.6777287,-73.99364123
Morningside Ave & W 123 St,40.81,-73.9551508
Albany Ave & Fulton St,40.6800105,-73.938475
31 Ave & Crescent St,40.7658346,-73.9265474
31 St & Newtown Ave,40.76754878,-73.92093346
34 Ave & 13 St,40.7638753,-73.9364848
Center Blvd & 51 Ave,40.74336608,-73.95960689
McKibbin St & Manhattan Ave,40.70510918,-73.94407279
Laight St & Hudson St,40.72185379,-74.00771779
Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386
Pacific St & Classon Ave,40.6791944,-73.9587903
Baltic St & 5 Ave,40.6795766,-73.97854971
Bushwick Ave & McKibbin St,40.705517,-73.93936
Atlantic Ave & Furman St,40.69165183,-73.9999786
Van Brunt St & Wolcott St,40.6773429,-74.01275056
E 68 St & Madison Ave,40.7691572,-73.96703464
7 St & 3 Ave,40.67260298,-73.98983002
Broad St & Bridge St,40.70365182,-74.01167797
31 St & Broadway,40.761584,-73.925921
Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475
Vernon Blvd & 50 Ave,40.74232744,-73.95411749
2 Ave & 9 St,40.6724811,-73.99331394
W 116 St & Amsterdam Ave,40.8067581,-73.9607082
Sharon St & Olive St,40.715353,-73.93856
Montgomery St & Franklin Ave,40.66643931,-73.96055639
Wyckoff Av & Jefferson St,40.707165,-73.923711
Putnam Ave & Nostrand Ave,40.68402,-73.94977
Sterling St & Bedford Ave,40.6627059,-73.9569115
Amsterdam Ave & W 119 St,40.8086249,-73.9596214
Carroll St & Washington Ave,40.6686744,-73.9618148
Greene Ave & Nostrand Ave,40.6883337,-73.950916
Devoe St & Morgan Ave,40.713811,-73.93515
White St & Moore St,40.704508,-73.9351
12 St & 4 Ave,40.668603,-73.9904394
6 Ave & 9 St,40.668127,-73.98377641
Suydam St & Knickerbocker Ave,40.702013,-73.923769
Division Ave & Marcy Ave,40.70708701,-73.95796783
Clinton Ave & Flushing Ave,40.69794,-73.96986848
Sigourney St & Columbia St,40.67267243,-74.00879525
W 129 St & Convent Ave,40.81439444,-73.95324737
10 Hudson Yards,40.752957,-74.00264
35 St & Broadway,40.760339,-73.9222427
5 St & Market St,40.69999748,-73.97440128
11 St & 43 Ave,40.7519071,-73.9479119
47 Ave & Skillman Ave,40.74375241,-73.94176483
Carroll St & Franklin Ave,40.6679411,-73.9588
George St & Wilson Ave,40.702997,-73.92997
31 St & Hoyt Ave N,40.7711528,-73.9170074
21 St & 43 Ave,40.75052534,-73.94594845
Yankee Ferry Terminal,40.686931,-74.016966
McKibbin St & Bogart St,40.706237,-73.933871
Railroad Ave & Kay Ave,40.70531194,-73.97100056
Soissons Landing,40.69231661,-74.01486576
2 Ave & 36 St - Citi Bike HQ at Industry City,40.65708867,-74.00870204
27 Ave & 4 St,40.7747175,-73.9337894
Stagg St & Morgan Ave,40.710681,-73.93372
Wyckoff St & Bond St,40.68461654,-73.98721285
Picnic Point,40.6851256,-74.02535319
40 Ave & 9 St,40.75742,-73.945133
21 St & 38 Ave,40.7576314,-73.9391224
48 Ave & 30 Pl,40.74128309,-73.93725872
Henry St & Bay St,40.6725058,-74.00494695
White St & Johnson Ave,40.707174,-73.93581
21 St & 36 Ave,40.7601853,-73.9362726
Greene Av & Myrtle Av,40.698568,-73.918877
Dwight St & Van Dyke St,40.67363551,-74.01195556
Sullivan Pl & Bedford Ave,40.6642406,-73.9574686
Waterbury St & Stagg St,40.71019,-73.93734
Bushwick Ave & Stagg St,40.709897,-73.94008
Handlebar @ Gowanus,40.66979964,-73.99497986
Central Ave & Flushing Ave,40.702831,-73.9333
University Pl & E 14 St,40.73492695,-73.99200509
11 Ave & W 27 St,40.751396,-74.005226
Henry St & Middagh St,40.7003,-73.991581
Dock 72 Way & Market St,40.69985,-73.97141
